sleep_duration,bedtime_hour,wake_hour,caffeine_intake,exercise_duration,screen_time,stress_level,mood,sleep_interruptions,water_intake,daily_steps,age,gender,bmi,sleep_quality
7.12,22.77,5.89,High,4.2,123.3,5,Happy,No,2.54,2892,18,Male,26.8,Poor
6.6,22.49,5.09,Low,14.5,205.7,1,Anxious,No,1.96,5681,41,Male,21.3,Good
4.83,23.55,4.38,None,17.9,0.0,3,Neutral,No,2.71,8742,41,Male,18.8,Average
7.8,21.87,5.67,Low,7.5,117.4,7,Happy,Yes,3.22,5115,64,Female,35.0,Poor
5.86,21.87,3.73,None,9.5,64.9,6,Happy,No,1.13,6399,36,Female,26.2,Good
4.48,0.52,5.0,Moderate,2.3,63.6,10,Neutral,No,1.96,12091,47,Male,22.6,Poor
5.94,21.78,3.72,Moderate,9.0,62.1,8,Neutral,Yes,3.83,12970,43,Female,26.5,Poor
8.45,0.5,8.95,Moderate,84.9,49.1,6,Neutral,Yes,2.32,516,59,Male,23.1,Good
7.61,0.19,7.8,None,72.4,165.8,0,Happy,Yes,2.18,7342,61,Male,26.5,Good
6.05,20.91,2.96,Moderate,10.2,127.9,1,Anxious,No,2.02,15751,55,Female,24.1,Average
6.05,22.48,4.53,Low,21.1,91.0,5,Neutral,No,3.09,8437,46,Female,23.8,Average
6.08,1.29,7.37,Moderate,60.1,150.8,6,Happy,No,1.54,7055,30,Female,23.1,Poor
9.2,22.03,7.23,Moderate,0.2,21.9,2,Neutral,Yes,2.85,10938,21,Female,18.4,Average
7.0,22.8,5.8,Low,41.6,30.1,8,Neutral,No,2.01,7654,62,Female,30.3,Average
7.06,0.19,7.25,None,74.1,0.0,6,Anxious,No,1.68,9127,34,Female,20.2,Good
7.84,0.68,8.52,None,2.4,58.5,5,Anxious,No,2.04,6369,50,Female,18.7,Good
6.81,23.12,5.93,Moderate,4.4,97.3,5,Happy,No,2.17,7611,22,Male,22.8,Good
6.16,22.6,4.76,High,80.9,94.6,0,Anxious,No,1.85,8280,45,Female,20.1,Good
6.24,1.63,7.87,Moderate,19.3,96.7,4,Sad,No,2.98,9597,41,Male,23.3,Good
6.41,2.0,8.41,None,0.4,26.5,9,Anxious,No,1.68,5705,34,Female,25.9,Average
6.45,0.97,7.42,Low,7.4,126.1,2,Happy,No,2.3,5623,56,Female,27.0,Average
7.45,23.63,7.08,Moderate,14.9,100.8,6,Neutral,No,2.58,1218,57,Male,26.4,Poor
6.57,22.29,4.86,Moderate,29.5,123.0,9,Happy,No,2.29,5839,61,Male,22.4,Poor
7.45,22.25,5.7,None,33.0,4.8,2,Sad,Yes,2.74,9859,63,Male,23.7,Good
6.4,0.28,6.68,None,120.0,104.0,4,Happy,Yes,1.9,8390,28,Male,24.9,Good
6.6,0.13,6.73,Moderate,8.5,36.6,6,Neutral,Yes,2.64,4010,29,Female,17.3,Poor
3.9,1.6,5.5,Low,19.3,72.1,2,Happy,No,2.66,1288,30,Female,25.5,Poor
7.69,0.48,8.17,Low,19.1,114.0,9,Happy,No,2.88,6573,25,Male,18.4,Average
6.95,21.25,4.2,None,13.0,94.1,1,Neutral,Yes,0.88,9771,18,Male,30.6,Average
7.8,1.08,8.88,Low,4.6,51.7,5,Anxious,Yes,2.56,5563,26,Female,22.1,Average
3.0,22.0,1.0,High,94.8,90.3,7,Neutral,No,2.83,2665,45,Female,22.9,Poor
9.21,22.92,8.13,High,48.0,21.1,3,Anxious,No,1.91,5231,19,Male,20.8,Good
6.32,23.88,6.2,Moderate,17.2,141.8,8,Happy,No,1.82,7978,31,Female,21.3,Poor
7.94,2.0,9.94,Low,23.1,80.8,7,Neutral,No,1.71,10727,30,Female,31.5,Good
5.15,2.0,7.15,None,6.4,140.3,6,Neutral,No,1.48,6230,19,Male,26.8,Poor
7.3,0.41,7.71,Low,19.6,66.3,6,Happy,No,2.67,10165,21,Male,18.1,Good
5.13,23.23,4.36,Low,29.7,66.4,2,Neutral,No,3.8,9832,29,Male,28.8,Poor
5.69,0.3,5.99,Moderate,18.1,55.6,5,Neutral,Yes,1.81,3470,27,Male,27.7,Poor
8.99,0.83,9.82,Low,115.9,129.4,4,Neutral,No,1.87,10752,20,Female,22.5,Good
6.25,23.02,5.27,None,23.6,58.1,0,Sad,Yes,2.21,7885,21,Male,24.6,Average
6.78,2.0,8.78,None,11.6,119.0,10,Neutral,No,1.08,3380,23,Female,23.4,Average
7.63,23.85,7.48,Low,37.0,72.8,2,Happy,No,1.71,12282,40,Female,30.4,Good
7.14,0.25,7.39,None,4.7,1.1,0,Happy,No,2.16,6623,22,Female,20.7,Good
6.7,0.5,7.2,None,12.1,64.3,3,Neutral,Yes,1.57,1170,20,Female,24.0,Good
6.97,0.13,7.1,High,10.7,36.9,9,Happy,No,3.04,4881,27,Male,22.0,Average
9.62,0.76,10.38,Low,14.1,91.5,2,Happy,Yes,1.29,4143,60,Female,18.5,Good
6.43,22.57,5.0,Low,38.1,36.4,10,Neutral,Yes,2.83,4955,36,Male,31.2,Poor
6.76,22.66,5.42,High,16.5,131.7,3,Neutral,Yes,3.23,5664,31,Female,19.4,Average
7.87,21.85,5.72,High,39.5,85.9,8,Happy,No,2.47,6228,38,Male,24.3,Good
7.94,0.16,8.1,Moderate,21.5,82.0,2,Sad,No,2.1,6115,60,Female,17.4,Good
8.04,0.67,8.71,Moderate,10.5,119.5,5,Neutral,No,2.37,6708,45,Female,22.1,Good
7.33,0.19,7.52,Low,41.5,133.4,5,Happy,No,1.89,8762,38,Male,25.0,Average
5.01,2.0,7.01,Low,6.8,89.1,6,Sad,No,0.77,4761,53,Male,20.6,Poor
8.62,23.49,8.11,Low,6.4,55.3,8,Neutral,No,1.51,10543,41,Male,25.6,Good
5.01,0.5,5.51,Moderate,17.6,10.2,6,Neutral,No,2.19,3324,55,Male,22.6,Poor
6.89,21.86,4.75,Moderate,7.6,59.1,0,Neutral,No,1.54,8845,34,Female,27.6,Good
5.52,22.92,4.44,Low,0.2,62.2,7,Happy,No,1.91,11930,39,Female,28.3,Average
6.42,0.54,6.96,None,26.1,94.8,4,Neutral,No,2.54,6468,36,Female,21.4,Good
6.93,0.77,7.7,Moderate,17.9,74.5,8,Neutral,No,2.3,7580,62,Female,23.8,Average
6.92,23.06,5.98,None,14.7,121.0,9,Anxious,No,2.94,4096,27,Female,24.1,Average
7.05,23.39,6.44,Moderate,85.3,62.4,4,Sad,Yes,2.41,5465,28,Male,25.7,Average
8.6,21.22,5.82,Moderate,21.2,87.4,4,Neutral,Yes,2.45,11703,55,Male,23.6,Good
7.09,22.96,6.05,Moderate,49.8,143.3,1,Happy,No,1.7,9245,19,Female,24.2,Good
6.18,0.84,7.02,Moderate,3.8,105.4,10,Happy,Yes,1.27,8256,50,Male,22.6,Poor
7.75,0.36,8.11,High,21.1,87.3,2,Happy,Yes,1.91,1186,60,Female,23.9,Average
8.05,0.25,8.3,Low,50.6,62.9,9,Neutral,No,1.69,4851,48,Female,28.0,Average
4.9,23.57,4.47,Moderate,21.9,61.5,8,Happy,Yes,2.08,12217,52,Male,25.8,Poor
7.28,23.51,6.79,Moderate,31.6,51.7,6,Neutral,No,1.45,8232,54,Female,26.0,Good
7.41,22.51,5.92,None,11.6,65.7,0,Happy,No,2.79,8607,64,Male,26.0,Good
6.11,0.55,6.66,None,2.4,124.0,2,Anxious,No,1.69,7512,64,Female,23.0,Good
8.29,0.13,8.42,Low,15.3,80.0,1,Happy,Yes,1.95,5161,53,Male,24.6,Good
6.3,0.24,6.54,Low,12.5,29.3,0,Anxious,Yes,2.19,7998,40,Female,19.7,Good
6.66,22.71,5.37,Moderate,50.4,169.6,8,Anxious,No,2.99,2409,53,Female,27.9,Poor
6.28,20.27,2.55,Moderate,7.0,104.4,7,Neutral,Yes,3.43,2184,57,Male,15.0,Poor
6.52,1.15,7.67,None,85.1,26.7,4,Sad,Yes,3.48,4794,56,Female,23.2,Average
5.07,22.78,3.85,None,79.3,70.1,10,Neutral,Yes,1.3,7576,43,Female,27.5,Poor
4.63,22.21,2.84,High,7.1,95.0,1,Neutral,Yes,1.94,2291,42,Male,18.7,Poor
8.57,0.54,9.11,None,10.7,166.7,0,Happy,Yes,1.81,7381,34,Male,24.9,Good
5.4,22.91,4.31,Low,56.5,40.1,6,Happy,No,2.46,4016,32,Male,21.1,Average
5.21,1.09,6.3,Moderate,85.0,133.9,10,Neutral,Yes,2.42,4421,54,Female,22.2,Poor
3.7,0.43,4.13,Low,14.6,153.0,10,Neutral,Yes,1.79,10899,62,Male,26.8,Poor
5.67,0.53,6.2,None,9.7,61.7,1,Neutral,No,1.74,7112,21,Male,24.2,Good
4.78,21.45,2.23,None,18.7,77.5,0,Happy,No,1.5,4289,39,Male,16.4,Good
8.63,1.32,9.95,None,29.1,43.4,1,Neutral,Yes,0.5,7561,34,Female,20.1,Good
7.81,23.89,7.7,Moderate,8.0,80.8,6,Happy,Yes,1.29,2591,39,Male,26.9,Poor
5.61,22.95,4.56,Low,33.3,88.4,6,Happy,No,2.81,8147,34,Female,25.1,Poor
9.43,23.72,9.15,None,1.3,119.7,9,Happy,No,3.23,10322,31,Female,29.6,Average
7.78,20.84,4.62,Moderate,1.3,139.1,5,Happy,No,3.14,8985,31,Male,29.4,Good
6.08,0.11,6.19,Moderate,12.2,56.3,4,Happy,No,2.84,13473,34,Female,22.3,Average
3.25,21.96,1.21,None,10.9,1.5,2,Sad,Yes,1.49,1185,25,Female,32.3,Poor
9.48,21.47,6.95,Low,9.5,89.0,2,Happy,No,1.37,7381,51,Female,23.6,Good
4.69,21.22,1.91,Moderate,16.9,103.2,10,Neutral,Yes,0.93,2969,43,Female,20.1,Poor
4.36,1.17,5.53,Low,9.7,101.2,8,Happy,No,1.79,6480,62,Female,21.3,Poor
7.83,22.56,6.39,Low,5.3,75.3,3,Anxious,No,2.26,7005,47,Male,15.6,Good
9.67,1.8,11.47,Moderate,9.3,95.6,8,Neutral,No,1.49,13840,39,Male,29.1,Good
8.3,22.7,7.0,High,92.1,158.2,3,Happy,Yes,2.5,6821,33,Male,29.1,Good
7.23,20.94,4.17,Moderate,13.2,107.2,1,Neutral,Yes,2.66,6765,47,Female,19.9,Average
7.27,21.83,5.1,Moderate,14.7,73.2,3,Neutral,No,1.87,10015,33,Male,22.7,Good
7.61,1.35,8.96,Moderate,21.5,67.5,5,Neutral,No,1.26,6842,55,Female,23.8,Good
7.49,23.27,6.76,Low,102.4,82.4,5,Happy,No,3.17,12493,41,Female,20.1,Good
6.87,22.68,5.55,Moderate,6.9,163.7,4,Anxious,Yes,2.22,9009,53,Female,17.4,Poor
6.64,23.74,6.38,Low,28.6,81.8,0,Neutral,Yes,3.56,9486,52,Female,22.8,Good
6.42,0.25,6.67,None,31.5,89.1,2,Happy,No,2.26,1397,23,Male,22.4,Good
5.52,1.18,6.7,Moderate,23.4,68.3,4,Sad,Yes,2.31,12956,21,Female,22.1,Poor
6.14,1.67,7.81,Moderate,2.3,139.5,5,Neutral,No,1.52,5031,35,Male,24.3,Average
4.3,22.96,3.26,Low,28.2,178.2,0,Sad,No,1.9,6971,23,Male,28.5,Poor
6.37,21.51,3.88,High,1.7,110.3,8,Neutral,No,1.11,5042,43,Female,22.4,Average
5.21,22.88,4.09,None,22.7,93.7,2,Sad,No,1.26,3927,54,Male,24.1,Poor
5.07,23.89,4.96,Low,33.6,91.7,9,Happy,No,2.72,3393,44,Male,26.0,Poor
6.73,22.05,4.78,None,5.9,0.0,2,Sad,Yes,2.0,7310,58,Male,25.4,Average
8.31,22.06,6.37,Moderate,46.1,123.5,10,Sad,No,1.9,1090,28,Female,21.3,Average
7.69,0.02,7.71,Moderate,0.8,96.0,1,Happy,Yes,1.68,6272,55,Female,23.8,Good
4.46,23.43,3.89,Low,46.4,109.3,7,Happy,No,1.93,10173,33,Female,25.4,Poor
5.21,23.55,4.76,Moderate,15.4,58.0,2,Happy,Yes,2.99,8896,36,Male,19.6,Poor
7.72,22.36,6.08,Low,6.1,72.7,5,Anxious,No,2.3,8297,60,Male,27.9,Average
5.22,23.15,4.37,Moderate,3.6,71.5,1,Happy,Yes,1.37,4314,32,Female,28.5,Poor
6.21,22.11,4.32,Low,76.6,136.0,6,Neutral,Yes,2.92,2242,43,Female,21.0,Poor
7.22,0.84,8.06,Low,1.9,73.0,3,Happy,No,3.41,10125,58,Male,24.2,Good
5.24,1.05,6.29,High,5.6,183.7,8,Neutral,Yes,2.55,5653,48,Female,25.7,Poor
6.64,20.73,3.37,Low,10.7,109.4,9,Neutral,No,2.82,6751,36,Female,21.6,Poor
4.77,22.11,2.88,None,24.2,32.6,8,Anxious,No,3.05,6407,41,Male,25.2,Poor
5.72,21.26,2.98,Moderate,19.7,84.2,6,Neutral,Yes,1.04,9017,26,Male,24.1,Poor
6.92,22.52,5.44,High,3.4,60.7,7,Sad,No,3.5,12530,40,Female,18.4,Poor
4.43,23.37,3.8,Low,8.6,0.0,2,Neutral,Yes,2.97,11387,21,Female,25.1,Poor
7.07,21.33,4.4,None,6.8,162.0,10,Happy,Yes,2.54,500,27,Female,19.6,Average
6.47,22.12,4.59,Low,6.0,121.6,4,Happy,No,2.11,6074,26,Female,26.8,Good
7.22,21.99,5.21,Low,13.2,114.0,1,Neutral,No,1.26,2960,36,Male,21.2,Good
6.79,23.81,6.6,None,30.4,97.4,9,Anxious,Yes,1.97,9815,32,Female,22.9,Average
8.27,23.6,7.87,Moderate,6.1,27.8,6,Anxious,No,2.51,7012,51,Female,28.3,Poor
